category,rating,label,text,word_count,excl_count
Books_5,4,OR,The story starts with a punch and continues to grow in excitement. Sometimes it's hard to tell who are the bad guys. The book as usual is much better than the movie.,32,0
Sports_and_Outdoors_5,5,OR,"Great way to keep your hands warm while hunting, instead of bulky gloves.",13,0
Clothing_Shoes_and_Jewelry_5,4,CG,"I bought these to level the toe box with my other T-shirts for my Dad's birthday. He loves them. The fit is perfect and the fit is true to size.I like it. I ordered the XS size, it is a little bigger than I expected. The XL fits a bit smaller than I expected. I'm 5'4"" and 140lbs and the XL fits just a tad smaller. I'm happy with the shirt.I bought these for my boyfriend and he loves them.  The sizing is right, he says they fit perfect, but the sizing on this one is a bit long for him.  The length is not as big as I expected, but I like it and the color",117,0
Books_5,5,OR,"I cannot - of course - give this anything but 5 stars...  but I ask only this.. WHY?  Why after only a few pages I reach this: ""21 The quotations, also in small print, from patristic, liturgical, magisterial or hagiographical sources, are intended to enrich the doctrinal presentations"".... enrich?  My Head Exploded..  Maybe the Devil twisted the text so that it would be impossible for me to read what I had hoped and prayed would be an enlightening journey into and of the Kingdom of God..

Sorry.. I am so sorry.. but I can not understand.. so how can I learn..",101,0
Sports_and_Outdoors_5,1,OR,"they work well

BUT!!!...

If you bench press alone in your garage or basement, you know the deal don't use them so you can slide the weights off your chest if you get stuck!!",34,5
Electronics_5,4,CG,"Original unit was defective. I had an older model and it was a lot cheaper. I was just going to get one that worked. The instructions were clear, and the instructions were very clear. I was told to use the Bluetooth on the unit. I then had to turn the unit on and off. I could not turn the unit off. I have the unit on for about 30 minutes. I just turned the unit off and the Bluetooth on. It was all a mystery to me. I could not figure out how to turn the unit off. I am not sure how to turn the unit off or not. It is definitely a problem with my unit. I have not tried to turn it off. I have been using it for about 3 years and I can tell you I am very happy with the purchase. I would highly recommend this product.Great for our needs.  We are not on a budget and have not had the opportunity to use it with our cameras.  We bought a $20 Tango and it works great.  We have a Canon G5 and the Tango does not have a wireless adapter.  We will be using this with our D7000 and Canon A7000.  We will update if we need to update.works great.  Works great for a small laptop.  Very convenient and easy to use.  I bought this to protect my iPad, iPad mini and a laptop.  The USB port is not a big deal.  I have tried it with other laptops and laptops but never had any issues.  I have also tried it with a pen and a keyboard.  I don't think it would be a",281,0
Movies_and_TV_5,5,CG,Great story for young and old. The movie is a good one.love it!Very good.,14,1
Toys_and_Games_5,5,OR,This looks exactly like the witch in the Room on the Broom book and DVD!  It has the official tag saying it is a Room on the Broom character!  My grandson will love it for Christmas!,36,3
Movies_and_TV_5,5,CG,"""Look, it's SUPERMAN!"" He's back, and the only way you can see it is through the screen. The movie is a lot of fun to watch, and the first two minutes are truly worth the time it takes to watch it. If you enjoy the movie, you'll love this one. Great show. I will watch it again. great movieI love this series!  I love the characters, the story, the characters and the acting. It's very refreshing to watch it again!  I hope the series continues. I love this series!  I am a big fan of it and am glad I bought it!  I would not recommend this to anyone who is a fan of this series. However, I can say I am a big fan of the entire series. This show is the best of the bunch. I would recommend this to anyone who likes the characters and the plot. This is a movie that is very cute and very funny. It's funny and very good. I was very pleased with the price of this movie. I would have paid more, but it is a very good movie. This is a very interesting story of a young man who finds a beautiful young woman who is going to marry him. The young woman is a beautiful young woman. She is a young woman with a beautiful young man. She wants to marry him and he wants to marry her.",239,5
Sports_and_Outdoors_5,2,OR,"I THOUGHT THEY WERE BIG ENOUGH AT THIS SIZE TO BE FUN FOR HANDGUN SHOOTING, AND THEY ARE NOT. THE INLAID TARGETS ARE TOO SMALL TO DISTINGUISH FROM 15'-17'. I'LL GIVE THEM TO MY BUDDY RIFLE SHOOTERS TO USE UP, SO I'LL SAY BAD CHOICE ON MY PART.",48,0
Books_5,5,OR,"Year of the Unicorn is my favorite Witch World novel among the many five-star novels in this series by Lifetime Grand Master of Fantasy, Andre Norton (Alice Mary North).  Each setting, each character is illuminated with clear description and color, like scenes from a medieval Book of Hours.  Even though I first read this book in 1965, I can still close my eyes and see Gillan and the ancient Dame Alousan gathering herbs in the high-walled garden of Norstead Abbey.  I can see the twelve and one high-born maids riding forth from the Abbey  the twelve and one maids who were promised as brides to the Were-riders of the Waste.

The heroine, Gillan realizes that she is not meant for the quiet life of her vowed companions.  She possesses a magic that is forbidden to the goodly Dames, and a restless curiosity that is stifled behind the stone walls of the Abbey.  And so she rides forth, disguised as the bride who had threatened to kill herself rather than marry a Were-rider.  In order to survive, Gillan must rely on her unschooled magic to separate illusion from reality, and true love from the snarling masks of the Were pack.

Year of the Unicorn is a grand adventure, a love story, a coming-of-age novel set like a jewel amidst the fantastical Dark and Light of Nortons Witch World. Unicorn veers away from the mainstream WW adventures of the Tregarth family (Witch World, Web of the Witch World, Three Against the Witch World, etc.), but it is perfect in its own setting (the Wastes and Dales of High Hallack), and in its own right.",272,0
Books_5,5,CG,"I've reads a vast amount of books by the author and I'm always happy to read a book by a well-known author.  I also love the fact that the author is a fan of the author and the story is so fresh and enjoyable.  This is a great series for the fans of the author.  I hope that the next book will be a classic.I love this series. It has all the elements of a good thriller, but with a twist. I'm not sure if I would recommend this book to others, but I'm not sure I would recommend it to a friend. I am a big fan of the series and read it every other month.This was a great book.  I couldn't put it down.  I didn't want to put it down.  I love the characters.  I love the history of the world in this book.  I really enjoyed the history of the world in this book.  I loved the history of the characters.  I love the history of the characters.  I love the history of the world in this book.  I love the history",186,0
Home_and_Kitchen_5,4,OR,Nice product have not had much experience with this thing the roller is awesome..,14,0
Toys_and_Games_5,3,OR,"My 2yr old received this on her 1st b-day and she loved it. This was her first experience with using crayons in the tub, and it was a treat while it lasted. My biggest complaint is that the crayons ""shorten"" rather quickly so...as they shorten, the harder it is for little and big fingers to get out. It used to frustrate her so I stopped letting her use them. Now she uses the Dorothy fish bowl as a fun water strainer. Elmo is great too, he dries quickly, overnite and he is good to use as a learning tool for the young bather.",103,0
Kindle_Store_5,5,OR,"What a surprise S E Smith gave us for Christmas!  I only knew about this for the last month or so from the hints on her FB page.  I started this Christmas morning before everyone got up, had to wait until after the day's festivities to pick it up again.  I couldn't put it down until I had finished.  Loved the story and Rune. What a great main character for this story. I never give out spoilers or rehash the books description.  That said even though it's in the Heaven sent series, it's not related to any of the characters in book one.  This story stands on its own.  Micha too was such an essential part of the story I thought even though he wasn't one of the main characters. Enough said - go read it!",136,2
Clothing_Shoes_and_Jewelry_5,2,OR,Could use nosepads or something to better fit kids faces.,10,0
Toys_and_Games_5,5,OR,"These things are just great-- after buying a few, I stocked up and always keep some on hand. Great for quick and dirty lights, or can be used in more durable installations w/ covers and such. These aren't indestructible, but they're tough enough and good brightness for twilight.",48,0
Sports_and_Outdoors_5,4,CG,"SKLZ Perfect Plane helps golfers find a balance with the ball.

The ball is strong and stable. If you are a golfer looking to get the ball to drop a ball, this is a great purchase.

If you are looking for a ball to drop from a golf cart or a golf cart with a ball, this is the ball for you.

I highly recommend this ball for the golfers that want to find a balance.

This ball is very strong",81,0
Home_and_Kitchen_5,5,OR,These voile panels are as stated and a good price.  Specialty store don't have the variety of sizes and colors found on Amazon.  Yes I would recommend them.,28,0
Pet_Supplies_5,2,CG,"I received clippers were dirty and broke, so I decided to purchase a new one. I ordered the new clippers from the manufacturer, and they're the best, so I ordered the clippers from Amazon. It's a breeze to",38,0
Pet_Supplies_5,5,OR,I have three dogs and they all love this food.,10,0
Clothing_Shoes_and_Jewelry_5,5,CG,This hat was just what I needed and the price was right.  I have a large head and,18,0
Sports_and_Outdoors_5,5,OR,"When I got the socks, I was pleasantly surprised to find that they came as a set of two pairs! This, combined with the price (I paid about $7), makes them a very good deal. The socks themselves feel pretty good. I haven't worn them out yet (giving them a try this weekend) so I've left it at 4 stars until I get a chance to.

Update (5 stars):
I've just taken the socks out for an 11 mile hike across rocky terrain in 80F weather. The socks performed really well. They felt comfortable in my boots and were thick enough to keep any blisters forming. I was a bit apprehensive about wearing wool in summer, but I found that they did not feel too hot at all. On the contrary, they kept my feet pretty dry, especially compared to the cotton socks that I normally wear, which normally make my feet feel like they are swimming.

I've also given them a wash in the machine, and they don't seem to have shrunk.

All in all, I feel quite happy about this purchase. I've already recommended them to my hiking buddies.",191,1
Sports_and_Outdoors_5,5,OR,"My fifth mora. There is no better Knife value than mora. Period. There may be some that are more survival oriented or that have a fancier steel Or sheath, but not better value. I got this one for camping food slicing and as a backup to my woodsy knife that literally cost more than 10x more. This has a 6 inch blade. I wanted stainless for food so I wouldn't have to put oil on it. The other reviews say the blade is 1/10 inch. Sounds right. It is a stiff blade with very little bend to it. Great grip with good palm swell and nice rubbery feel. Sheath is their usual plastic but more than adequate for any real life purpose.

 I thought about the model with the 8 inch blade but didn't really need one that long. And I don't see exactly what you would use that for that this one won't do better and that one would be cumbersome for some purposes.

I also have the mora companion, the 2000, and two of the robust models. All great knives. Highly recommended.",184,0
Home_and_Kitchen_5,5,CG,"Love my new Crock-Pot 6-Pot, with the instructions included.  This is the first one I've",15,0
Electronics_5,5,OR,This is so much nicer than the picture shows. It's just like one that is more expensive. I'm very pleased with this purchase.,23,0
Electronics_5,2,CG,I like the nice generous stylus and the long battery life.  I have a few of these on hand and the phone works great.  The battery life is good too.I bought this to replace an old Kindle Fire which was defective.  This one is still working,46,0
Books_5,2,CG,"Melina and Gillian Lloyd are both caught up in the events of the book, and the reader learns a lot about them. The reader will also enjoy the development of the characters, as well as the family dynamics in the story. I would recommend it for anyone who is interested in the relationships between the characters.A very good book. I enjoyed the characters and the book was well written. I liked the ending. I liked the fact that the two families lived together.This is a great book for any age. It is the perfect book for any age.This is a great book for a beginner or intermediate level science.  The book is easy to read and read.  The science is fairly simple and easy to understand.  It is an excellent reference for anyone interested in how to make a good science paper.This is a very good book.  I would recommend it to anyone who wants a little bit of history and the history of the country.  It has some really interesting information",172,0
Kindle_Store_5,5,OR,"I don't recall how I got this freebie but I'm glad I did. This is a fantastic story and from what I see, this is a series.",27,0
Toys_and_Games_5,4,CG,"This is such a cute little set, and the instructions are easy to follow. I was just looking for a small game to play, and this is the perfect one. The game is easy to learn and plays quickly. The game cards are also very thin and easy to wipe off. I love that they come with a variety of things to play with the kids. I wish I could get more of these, but I'm sure it would be nice to have a game board for my kids to play with.My son is so excited about this, he loves it!  He played with it for about an hour.  He absolutely loves it.  He just loves to play with it!  I would definitely recommend this to any 3 year old or older.Very cute!  My 5 year",136,3
Sports_and_Outdoors_5,3,OR,"Works okay. The pistol is very hard to cock. The rifle shootsway off sights and there is no way to make it more accurate. I have woodpeckers that decide to take up residence from time to time. It is close enough to frighten them, but not close enough to hit one for a lasting lesson. They are usually about 60 feet away, so this is some serious inaccuracy.",68,0
Kindle_Store_5,3,CG,"There are some interesting recipes that will make you feel like you are eating more than the recommended amount.

I had a lot of fun with this book and I'm sure it will be worth the read. It was a quick read that had some great ideas for some recipes.

I received a copy of this book from NetGalley in exchange for an honest review.I really liked this book.  I love the characters and",74,0
Pet_Supplies_5,5,CG,"These work great for my little ones, they love these treats.  They have a strong smell.I bought this for a friend who has a small dog and she had a very sensitive ear. She had no issues with it, it was a very thin and soft material. The material is soft and plush and my dog is able to walk without choking and it is a great quality product. I just wish it came in a different color for her. I have a small dog and she can walk",89,0
Clothing_Shoes_and_Jewelry_5,5,OR,"I'm a chesty 220lb woman and XL fits perfect!! I was so worried that it might not fit me but luckily it's perfect. The stitching is incredible, it looks just like the picture and it makes me so happy to have. So worth the money and was well packaged.",49,2
Books_5,5,CG,"This book uses a fascinating methodology to explain the relationship between class and gender, and the way the social construct of class affects the way",25,0
Electronics_5,5,OR,Works wonderfully.  Switches quickly and flawlessly with all of my extra devices.,12,0
Kindle_Store_5,5,OR,"This book is really worth reading and I found it interesting. It has useful information on food labels which we always ignore. Food labels tell us what are inside the food, the calories, the percentage of nutrients, and so on. By understanding food labels, we can choose what to buy and eat healthier. The book is related a lot to our daily life. I think it is necessary for us to read it since it is really helpful.",78,0
Books_5,4,OR,"I read this book as part of a class on writing essays. The advice in it is apt, but it was too basic for the good writers in the group. The nonwriters, on the other hand, found it all amazing and startling stuff. I'd recommend it for those who have read enough to know what a complete sentence looks like but have never seriously written before and want to.",69,0
Pet_Supplies_5,5,OR,"We were happy with this random grab bag.  A few were some of the bengals favorites, a few they didn't care for, and a few somewhere in the middle.  Happy with this purchase for the $$",36,0
Home_and_Kitchen_5,1,OR,This thermostat worked great at first but soon crapped out. This is the second digital thermometer that I have tried this grilling season with both failing. I have since ordered the old school analog thermometer. I have had these last for years. Live and learn.,45,0
Movies_and_TV_5,3,CG,"Decent Movie, but I was disappointed. The movie was just too slow. There were too many",16,0
Toys_and_Games_5,5,CG,"The box is awesome and looks great, the materials are thick and sturdy, and the figures are sturdy",18,0
Kindle_Store_5,5,CG,The series continues and yet another book by the author. I will keep reading to find out how the other two stories are going to be.  The characters are great and the story is well written.  I highly recommend this series.I absolutely loved this book! I was given this book,50,1
Sports_and_Outdoors_5,5,CG,"This is one of the better ones I've used. I will keep this for the next one.I bought this for a friend, and he is a big fan. He likes it so much that he bought it for his next camping trip. He is very happy with it. He also likes it. He's also going to use it for a lot of other",63,0
Kindle_Store_5,5,OR,"Just got this, but I'm looking forward to exploring all the recipes.",12,0
Movies_and_TV_5,4,OR,Interesting film and great cast of actors - worth watching.,10,0
Electronics_5,5,CG,"Computers make me a tad nervous. The only reason I don't rate this is because I'm an average person.  The computer is designed to work as a ""good"" keyboard, but it's a little difficult to understand how a keyboard can be as good as a mouse.  I don't know how many times I've used a mouse, and it's a little hard to understand why a keyboard can be as",69,0
Kindle_Store_5,4,OR,Kellan and Mallory's story was instalove but it was one heck of a ride.  A hard family life and someone that wants to cause trouble is a sure way to make tension and put everyone on alert.  Those Great Wolves are a loyal bunch of guys to each other and their women.,52,0
Home_and_Kitchen_5,5,CG,Very nice set. Good quality. We have had the set for two months now and have not been,18,0
Pet_Supplies_5,5,CG,Get it for five bucks and it's a very good product.  My only complaint is the extra size so it's a bit big for my small dog.  I'm very pleased with it,32,0
Pet_Supplies_5,2,OR,I tried on our dog who is allergic to fleas and didn't work like said. arrived on time when said was pleased with sender just not product,27,0
Books_5,4,CG,"First few chapters were a little slow, but then you realize how much more difficult the book is.

I had to read a couple chapters to get",27,0
Home_and_Kitchen_5,1,CG,"After just a couple of weeks of use, the instructions for opening and closing the lid were not followed.  The lid is plastic, and the lid is",27,0
Sports_and_Outdoors_5,5,CG,"Never give your camelback to a friend, let them ride for a while, just in case.",16,0
Electronics_5,5,OR,This is a great value for 150. I was surprised by the quality  of the build of this stand very well built .,23,0
Pet_Supplies_5,4,CG,"This is a great system, it's lightweight and easy to clean. My only complaint is the extra suction cup that comes with it.  The suction cup does not stay in place.  I have to be careful to keep the suction cup on the floor.  The suction cup is not very strong and it will bounce around a lot when I roll it around.  I just put it on top of the floor and it bounces around all over the floor.  The suction cup is very loud and hard to move around, which is why I put it on top of the floor and it bounces all over the floor. ",109,0
Sports_and_Outdoors_5,5,OR,"This is not the hat in the picture.  The hat has one round sticker in the middle of the hats bill.  It is made in the USA.  It is of superb quality.  It is a heavy duty hat.  The fabric is heavy.  It feels great on my cranium. The hat was $10.01 off the regular price.  I figured it was going to be a lesser quality hat.  I figured incorrectly.  It is the genuine on field, authentic collection, and made in the USA hat.",84,0
Movies_and_TV_5,5,OR,"Censorship and moral codes took the bite out of screwball comedy as the 1930s progressed, but in the 1940s such directors as Howard Hawks and Preston Sturges found ways to revive the genre in very high style.  Not only is THE LADY EVE one of Sturge's best, it is also one of the finest in the entire genre, a comedy so potent that even the most jaded will be completely charmed.
There is no way to describe the story without spoiling the fun, so suffice to say the plot concerns the heir to a fortune (Fonda)who is beset by a beautiful but predatory card shark (Stanwyck)--and who looses considerably more than his heart in the process. Considered racy for its time, Stanwyck's... manipulation of Fonda is one of the funniest elements of the film, and the movie as a whole abounds with ""Garden of Eden"" motifs: the name Eve, apples, and (of course) a snake.  Everything moves along at a fast pace and with plenty of crackle, so there's never a dull moment, and the exceptional supporting cast includes witty performances from Charles Coburn, Eugene Pallette, William Demarest, Eric Blore, and a host of others. It would be hard to imagine any one who wouldn't enjoy seeing this film at least once--and like the best films, THE LADY EVE does not give up all her secrets in one whack. The story and performances bear up under repeated viewings.  Comedy fans will enjoy it again and again!",246,1
Books_5,5,CG,"When you pick up a book on the internet, you will see a lot of articles about how to get from one book to the next.  The basic idea is to take a few steps to make a purchase.  The next step is to read the book and learn the content.  You will learn about how to order and get the information you need.  There are books that will teach you how to order and get the information you need.  You will learn how to order and get the information you need.  The next step is to read and learn how to",102,0
Books_5,5,CG,"I'm absolutely in love in this book, and I love the characters. I think this one is a keeper. The story is well told, the characters are interesting, and it's a fun read. I would highly recommend this one. I really enjoyed this book. I love a good mystery with a good twist.",53,0
Kindle_Store_5,5,CG,"I am floored! Normally I find a book with a lot of twists and turns, but this one was so well written. The twist, the romance, the passion, the great chemistry, the drama, and the sexual tension just flowed perfectly. I can't wait to see what happens next with the next installment in this series!

I received a copy of this book from the publisher in exchange for an honest review.I really enjoyed this book. I like a good quick read. A bit of mystery, but a good story.I liked this book.  I was just a little confused at first but once I got past the confusion it was worth the read.  I am hoping that the other books in this series will continue.This is a cute story about a young man and a girl named Belinda who are living together in the same house. Belinda is a waitress and she is trying to get the word out that she is a lesbian. She has a lot of experience in the LGBT community and has had many heartache and she is determined to get it out.  The story is very cute and",192,2
Pet_Supplies_5,5,OR,"Love my Lupine!  I've used lupine collars for over 10 years, and with each collar, halter, and lead that I bought, they all lasted FOREVER!  Lupine is the only brand dog collars/halters/leads that I will ever use.  The one time my mastiff pup got a hold of one of the leads and chewed through it, the lifetime guarantee kicked in and it was replaced with no problems.  This martingale is wonderful and helps with walk-training my pup and the best part is that it will grow with him.",88,2
Tools_and_Home_Improvement_5,3,CG,"It looks great. It functions as an electric meter and is very easy to install. I have one in my bathroom.  The other is in the bathroom, and the first is in the shower.  I have no problem with it.I use this as a battery replacement.  The battery is a bit smaller than I expected and it is very heavy. ",60,0
Pet_Supplies_5,4,CG,"INITIALLY LOVED THIS BUT AS MY LOVES TO LOSE TO BEAT ME I WILL NOT HAVE ANYTHING TO EAT.

I have a Toothed Cat and it's been a while since she'd been using it. I have tried several different kinds of treats for her and it's been a long time since I've had a cat with allergies to anything.",59,0
Home_and_Kitchen_5,5,CG,Bought this for my husband and he loves it!  He loves it!  I have one in his bathroom and the other in our office.  The plastic is so soft and it's so soft and it's really good for a bed.  This one is perfect for our needs.  I'm really happy with the purchase.I had to order one of these to use in a,63,2
Tools_and_Home_Improvement_5,5,CG,".
Edit: This is my second time using the strobe. I will admit that I have been using the strobe for the past 3 months.  The light output is excellent.  The motion sensor is well built and",37,0
Toys_and_Games_5,5,CG,"Are you looking for a little more fun with your kids?

If you have a child who is 6 years old and loves to play with these, you'll love this toy! We bought it for our toddler in the 4th grade. He loves it!It was a gift for my son. He's a huge Nerf fan and I ordered it to add to his Nerf collection. He loves to shoot it with it and it shoots great! It's very durable. The only thing I would say is the little plastic gun does not move and it isn't strong enough to get it to move. It is a bit annoying to shoot it at my son but it's ok. I like that it's a Nerf gun and he can shoot it at any time. It's a great toy!This is a very cool puzzle. My daughter loves it. I love that it is a little smaller than I thought it would be. My only complaint is that the shapes are very small and are not as thick as I wanted them to be. The pieces are a little hard for my daughter to put together, but she does not mind. It is nice that the puzzle is made of wood and not plastic. The puzzles are perfect for little hands. Very nice gift for my nephew. He loves it. My son loves this toy! It is pretty durable. He is a huge Harry Potter fan. He is 5 years old and loves it. He loves it. Very cute. Very soft and very easy to put together. I love the little pieces that make up the puzzle.",273,5
Clothing_Shoes_and_Jewelry_5,4,OR,Love the shoe. Alittle tight but I think they will loosen as I wear them,15,0
Electronics_5,5,CG,A more moderate size surge protector. The only problem is that it's too small for my desk.,17,0
Home_and_Kitchen_5,3,OR,"Compact, easy to store, easy to use . . .
But not heavy duty at all. Don't try crushing ice, for example.",22,0
Home_and_Kitchen_5,5,OR,"Somehow I was doubtful. I wish this fork was in my hand decades ago. A work of art and science. It's so easy to cut things. If one hand is doing the work or you want to just make it easier, you will be thankful for this amazing, friendly fork. I promise.",52,0
Electronics_5,5,OR,Well worth the $$ ....My Garmin wasn't holding a charge anymore. Figured I'd give this battery a shot. I really think this battery holds a charge longer than my original. Love it. Easy to install yourself too!,37,1
Electronics_5,5,CG,Great little speaker works awesome. It's an inexpensive speaker but it's also a very strong one.,16,0
Sports_and_Outdoors_5,5,OR,"I didn't know I needed this until I got one, and now I don't know how I went without it. Such a simple tool that makes working on the front end much easier - not to mention cleaning the front wheel! Works perfectly and the price is right.",48,1
Clothing_Shoes_and_Jewelry_5,5,OR,"I lost one of the earrings the first time I wore them.  I seldom have an earring slip out of the lobe, but while shopping I reached up to check and make sure they were both still there and sure enough, one had fallen out somewhere.  The color was a deep, rich red crystal and they were beautiful earrings.",59,0
Home_and_Kitchen_5,5,OR,This actually works. Our car was getting a funk and it after one week it is completely gone.,18,0
Kindle_Store_5,5,CG,I highly recommend this for anyone who enjoys a good mystery romance.  This is a must read.I read this book in the last few days and have enjoyed,28,0
Electronics_5,4,OR,"This PWOW ErgoFit earbuds are very good for its price. It's very comfortable and have great sound quailty. One of the feature that I like about this earbuds because it block out background noise and wire cord are well made. For the price, I love it has built-in microphone to answer your calls, a switch to toggle between iPhone or android and a sliding volume control. It can only allow you to adjust music volume only so in order to skip it to next song which you need to do on your phone. Also, they don't hurt my ears after a long-wear. Earbuds and headphones that is more bulky tend to hurt my ears because they fit too full in my ears but this earbuds doesn't hurt my ears at all. I would definitely recommend this to anyone who is looking for a good pair of earbuds that are really cheap with good sound quailty.

Pros:
* Ultra-soft ErogoFit in-ear earbuds
* Multipurpose Remote: Volume control, music switching, hands-free call, open Siri in iPhones
* Built-in microphone and answer key: allowing hands-free calling

Cons:
* None so far. But will update if anything

I received this product at a discount in exchange for an honest unbiased review. These opinions are my own and not persuaded in any way by receiving a discount on this product for review.

Reviewed by Gopower
If you found my review helpful, please vote 'YES' below. Thank You.",242,0
Books_5,4,OR,I enjoyed this and its characters - made me want to read more of this series. Keeps you reading and not wanting to put the book down.,27,0
Electronics_5,3,CG,"Only specs out being good, but I am very pleased with it. The only downside is that it's very small.",20,0
Electronics_5,5,CG,I use it up to a gig and it's just what I needed for my home entertainment center.,18,0
Kindle_Store_5,4,CG,"When Ella was six years old, the only girl in her life who didn't know what she wanted.  She had a friend, a school teacher, and a friend who was a college student.  She was in high school, and one day when she was six years old, she saw a man she was close to.  When she got to her school, she heard the voice of a man she knew, and thought it was him.  She started to wonder what was going on.

She met the man she was close to, and she thought she knew him.  She met him in high school, and he was a sweet guy",109,0
Clothing_Shoes_and_Jewelry_5,4,OR,Comfy but not quite as good for my foot as Converse (I have a flat foot that's picky),18,0
Tools_and_Home_Improvement_5,5,OR,"Easy to install and easy to hook on bikes, great space saver.",12,0
Movies_and_TV_5,3,OR,The movie tells a good story but does not include everything that was in the comic 3 stars for not a bad movie but would have got more if it was longer and the animation on this movie is horrible if it were more like Batman under the red hood or Super Man Batman Apocalypse and even Super man Shazam had better animation but if it was longer n better animation i would have gave this 5 stars but if ur like me u have to buy this to put in ur dc animated collection except super man Shazam i got that for free i would never pay for a 20 min film lmao u could probably find a torrent on the net somewhere of that better ideal but every other dc animated film i got here on amazon better then best buy who sometimes have things missing,148,0
Clothing_Shoes_and_Jewelry_5,5,CG,I loved this hat. It looks great and the materials are good. I also like the way the,18,0
Movies_and_TV_5,5,CG,"I run, but no more. I'd like to see more of these in the future. I really enjoyed the movie. The characters and the story were great. The acting was great. The acting was great. The acting was good. The plot was good. The acting was good. The story was good. The acting was good. The story was good. The acting was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good. The story was good.",151,0
Home_and_Kitchen_5,5,OR,Makes a good cup of coffee and takes any of the cups,12,0
Clothing_Shoes_and_Jewelry_5,4,CG,"I've been wearing these boots for a couple years now and I'm still happy with the boots. They're so comfortable and the fit is perfect. The only complaint I have is that the boot is a little tight on my feet so I have to wear a size 4 to get them to fit. They're great shoes, I'm very happy with them and they are a great deal. They're just a tad narrow and I can't tell you how they feel until I wear them. Overall, I'm very pleased with the boots. I really love these boots! I have them in a size 8, and they fit like a glove! I love the way they look! I ordered a size 8, and they fit perfectly. I love the color, too. I like how they have a buckle that is a little longer than I thought, which is great. I wear a size 8, and I wear a size 10, so I thought it would be a little longer for me.",170,3
Books_5,3,CG,"Reverend Curtis Black is back, and he's an interesting character. The story starts out pretty slow. There's a lot of exposition, and then the story switches to a lot of action. The book is fast moving, and it's enjoyable. I liked the way the author handled the story. There's a lot of action, and the characters are well developed. It was a good read. This book was not a surprise. The story was predictable and well written. The ending was disappointing. The author seems to have forgotten how much he was actually writing. There is a lot of blood and gore. The author has left out important characters. I was disappointed. I have read this book numerous times and loved it. It was an easy read and I was able to find some of the language in the book and understand what the characters were saying. I recommend this book to anyone who loves a good romance. I read this book for a 5 year old and she loves it. She was very excited to read it.",177,0
Electronics_5,5,OR,"Great Stylus pack, and works great with my iPad.  They come with extra tips which is very nice!",18,1
Electronics_5,1,CG,This thing is super low cost. The only problem is that it comes with a small screw driver. It's not very sturdy. The mount is designed to be a bit of a pain to install. I'll just be glad I didn't spend the money.I purchased this device for my sister to use as a,54,0
Pet_Supplies_5,5,OR,"Had this in the back of a Nuvo Fusion 20 and it worked well. I've moved it over to a 65 gallon where it's now solely running Phosguard and I'm still very happy with it. It's a great, small media reactor.",41,0
Home_and_Kitchen_5,3,CG,"After a few months of use, the quality has improved.

The only reason I gave it four stars is that the plastic parts are very small, and the cover is very flimsy. The only reason I gave it",38,0
Home_and_Kitchen_5,5,CG,"This mixer is amazing. There are a lot of tools you need to use for a variety of things.

I had to replace a couple of the basic mixer tools in the",32,0
Pet_Supplies_5,5,OR,We never had Cory cat eggs until we made these part of the regular diet. They are very happy and healthy!,21,1
Sports_and_Outdoors_5,5,OR,Not safety related..  my 4 year old likes call of duty and halo...  this has been added to his pretend box...  He thinks they are the coolest thing ever!!!!,29,4
Clothing_Shoes_and_Jewelry_5,5,OR,Nice costume for the price.  Will be funny for our party!,11,1
Sports_and_Outdoors_5,5,OR,If your having a problem with cold hands you should buy hothands. They work well in a pair of mittens....keeps your hands nice and toastie.,25,0
Electronics_5,5,CG,I was VERY impressed by this lens and the quality. I will say that I have been using this lens for about a,23,0
Pet_Supplies_5,5,CG,"Loved the bag until both of my cats started to bleed out after a few days. I'm not sure if it's the bag itself or the product itself, but the cats were pretty much taking it away when I opened it.I was skeptical about the price, but it's not the best price. I have a German Shepherd and I had to buy a second bag so I could use it. It does hold up well, but the metal bars on the sides are very thin. The material is very strong and I'd be happy with it if it were thinner. I just wish the bars were more sturdy.I like that the water is not too acidic. It helps keep the water fresh",122,0
Pet_Supplies_5,5,CG,Durable and fun. Recommend for anyone with a dog who is sensitive to anything that smells.,16,0
Movies_and_TV_5,4,CG,A good 'ol boy comes back to the movie and saves the day.,13,0
Sports_and_Outdoors_5,5,CG,"This is my favorite knife.  The only reason I gave it 4 stars is because I'm a self-proclaimed ""survivor"" and",20,0
Sports_and_Outdoors_5,4,CG,"I rarely use them, but this is the only one I've used.",12,0
Pet_Supplies_5,5,CG,"I have a geriatric dog and a 55 pound lab. I have a lot of anxiety and he is a very aggressive chewer. I thought this would be a great alternative to the other products I have tried. It works great and it seems to be helping with his anxiety.

I have a 2 year old lab and it has been a great addition to his life. I also use it on my dogs when I am away from the house and they all love it. I have tried it on my dog and he is so happy he does not get any more anxious. I have a vet and it works",112,0
Kindle_Store_5,5,OR,"Great concept, cute, interesting and funny characters and just enough spooky stuff to keep the story edgy. Fast paced, funny, out there read that's a real hoot. Highly recommend it.",30,0
